locus_tag	ftype	length_bp	gene	EC_number	COG	product
Human_SRR5558136_bin.38.fna_00001	CDS	222				hypothetical protein
Human_SRR5558136_bin.38.fna_00002	CDS	1128				Selenocysteine lyase
Human_SRR5558136_bin.38.fna_00003	CDS	879				hypothetical protein
Human_SRR5558136_bin.38.fna_00004	CDS	1284				hypothetical protein
Human_SRR5558136_bin.38.fna_00005	CDS	1413				Membrane protein involved in the export of O-antigen and teichoic acid
Human_SRR5558136_bin.38.fna_00006	CDS	495				VanZ family protein
Human_SRR5558136_bin.38.fna_00007	CDS	1182				hypothetical protein
Human_SRR5558136_bin.38.fna_00008	CDS	738				Bacteriophage protein gp37
Human_SRR5558136_bin.38.fna_00009	CDS	444				ACT domain-containing protein 
Human_SRR5558136_bin.38.fna_00010	CDS	1200				homoserine dehydrogenase 
Human_SRR5558136_bin.38.fna_00011	CDS	567				MAF protein
Human_SRR5558136_bin.38.fna_00012	CDS	1263				hypothetical protein
Human_SRR5558136_bin.38.fna_00013	CDS	2106				Cell division protein FtsI/penicillin-binding protein 2
Human_SRR5558136_bin.38.fna_00014	CDS	564				rod shape-determining protein MreD.
Human_SRR5558136_bin.38.fna_00015	CDS	861				rod shape-determining protein MreC
Human_SRR5558136_bin.38.fna_00016	CDS	1017				rod shape-determining protein MreB
Human_SRR5558136_bin.38.fna_00017	CDS	261				hypothetical protein
Human_SRR5558136_bin.38.fna_00018	CDS	444				deoxyuridine 5'-triphosphate nucleotidohydrolase Dut
Human_SRR5558136_bin.38.fna_00019	CDS	2052				Collagenase 
Human_SRR5558136_bin.38.fna_00020	CDS	369				Cell division protein ZapA.
Human_SRR5558136_bin.38.fna_00021	CDS	588				LexA family transcriptional repressor
Human_SRR5558136_bin.38.fna_00022	CDS	1440				UDP-N-acetylmuramate--L-alanine ligase 
Human_SRR5558136_bin.38.fna_00023	CDS	162				hypothetical protein
Human_SRR5558136_bin.38.fna_00024	CDS	294				putative protein, involved in the regulation of septum location
Human_SRR5558136_bin.38.fna_00025	CDS	537				NTP pyrophosphohydrolases including oxidative damage repair enzymes 
Human_SRR5558136_bin.38.fna_00026	CDS	2463				Bacterial membrane protein YfhO.
Human_SRR5558136_bin.38.fna_00027	CDS	1137				Cysteine sulfinate desulfinase/cysteine desulfurase 
Human_SRR5558136_bin.38.fna_00028	CDS	1179				Thiamine biosynthesis ATP pyrophosphatase
