locus_tag	ftype	length_bp	gene	EC_number	COG	product
maccaque4_00001	CDS	144				hypothetical protein
maccaque4_00002	CDS	288				hypothetical protein
maccaque4_00003	CDS	1140				carbohydrate ABC transporter ATP-binding protein, CUT1 family (TC 3.A.1.1.-)
maccaque4_00004	CDS	780				pseudouridine synthase family protein
maccaque4_00005	CDS	423				hypothetical protein
maccaque4_00006	CDS	366				putative membrane protein
maccaque4_00007	CDS	456				transcriptional regulator NrdR
maccaque4_00008	CDS	792				Sugar phosphate isomerases/epimerases
maccaque4_00009	CDS	2067				formate acetyltransferase 
maccaque4_00010	CDS	207				hypothetical protein
maccaque4_00011	CDS	240				formate C-acetyltransferase glycine radical
maccaque4_00012	CDS	759				pyruvate formate-lyase activating enzyme 
maccaque4_00013	CDS	432				putative RNA binding protein (contains ribosomal protein S1 domain)
maccaque4_00014	CDS	312				hypothetical protein
maccaque4_00015	CDS	576				Spore cortex protein YabQ (Spore_YabQ).
maccaque4_00016	CDS	282				sporulation protein YabP
maccaque4_00017	CDS	261				protein translocase, SecG subunit
maccaque4_00018	CDS	2175				ribonuclease R 
maccaque4_00019	CDS	858				hypothetical protein
maccaque4_00020	CDS	216				hypothetical protein
maccaque4_00021	CDS	1167				hypothetical protein
maccaque4_00022	CDS	810				hypothetical protein
maccaque4_00023	CDS	1245				hypothetical protein
maccaque4_00024	CDS	1752				Na/Pi-cotransporter II-like protein
maccaque4_00025	CDS	1701				PAS/PAC sensor signal transduction histidine kinase 
maccaque4_00026	CDS	681				two component transcriptional regulator
maccaque4_00027	CDS	594				flavoprotein
maccaque4_00028	CDS	870				D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain.
maccaque4_00029	CDS	378				hypothetical protein
maccaque4_00030	CDS	657				hypothetical protein
maccaque4_00031	CDS	2298				Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases
maccaque4_00032	CDS	756				SCP-like extracellular
maccaque4_00033	CDS	777				SCP-like extracellular
maccaque4_00034	CDS	2670				HAD superfamily P-type ATPase 
maccaque4_00035	CDS	591				putative proteins involved in stress response, homologs of TerZ and putative cAMP-binding protein CABP1
maccaque4_00036	CDS	582				stress protein
maccaque4_00037	CDS	582				putative proteins involved in stress response, homologs of TerZ and putative cAMP-binding protein CABP1
maccaque4_00038	CDS	1164				putative protein involved in tellurite resistance
maccaque4_00039	CDS	2301				hypothetical protein
maccaque4_00040	CDS	1389				serine protease
maccaque4_00041	CDS	798				Isopentenyldiphosphate isomerase
maccaque4_00042	CDS	435				hypothetical protein
maccaque4_00043	CDS	3705				phosphoribosylformylglycinamidine synthase 
maccaque4_00044	CDS	1377				MiaB-like tRNA modifying enzyme 
maccaque4_00045	CDS	231				PTS HPr component phosphorylation site.
maccaque4_00046	CDS	1527				hypothetical protein
maccaque4_00047	CDS	210				XRE family transcriptional regulator
maccaque4_00048	CDS	459				hypothetical protein
maccaque4_00049	CDS	678				RelA/SpoT domain-containing protein
maccaque4_00050	CDS	561				pyridoxal phosphate synthase yaaE subunit 
maccaque4_00051	CDS	876				pyridoxal phosphate synthase yaaD subunit 
maccaque4_00052	CDS	1311				transcriptional regulator with HTH domain and aminotransferase domain protein
maccaque4_00053	CDS	1314				thiamine biosynthesis protein ThiC
maccaque4_00054	CDS	738				phosphomethylpyrimidine kinase 
maccaque4_00055	CDS	648				thiamine-phosphate diphosphorylase 
maccaque4_00056	CDS	609				hypothetical protein
maccaque4_00057	CDS	1254				hypothetical protein
maccaque4_00058	CDS	774				hypothetical protein
maccaque4_00059	CDS	636				thiamine biosynthesis protein ThiF
maccaque4_00060	CDS	195				thiamine biosynthesis protein ThiS
maccaque4_00061	CDS	2097				hypothetical protein
maccaque4_00062	CDS	1200				LL-diaminopimelate aminotransferase apoenzyme 
maccaque4_00063	CDS	855				diaminopimelate epimerase 
maccaque4_00064	CDS	1770				ammonium transporter
maccaque4_00065	CDS	4533				glutamate synthase 
maccaque4_00066	CDS	1482				glutamate synthase, NADH/NADPH small subunit
maccaque4_00067	CDS	1293				glutamine synthetase
maccaque4_00068	CDS	582				ANTAR domain-containing protein
maccaque4_00069	CDS	1428				amidophosphoribosyltransferase 
maccaque4_00070	CDS	2043				X-X-X-Leu-X-X-Gly heptad repeats
maccaque4_00071	CDS	2067				hypothetical protein
maccaque4_00072	CDS	594				hypothetical protein
maccaque4_00073	CDS	615				regulatory protein TetR
maccaque4_00074	CDS	696				LSU ribosomal protein L1P
maccaque4_00075	CDS	426				LSU ribosomal protein L11P
maccaque4_00076	CDS	528				transcription antitermination protein nusG
maccaque4_00077	CDS	237				preprotein translocase, SecE subunit, bacterial
maccaque4_00078	CDS	150				LSU ribosomal protein L33P
maccaque4_00079	CDS	420				hypothetical protein
maccaque4_00080	CDS	1668				Isopropylmalate/homocitrate/citramalate synthases 
maccaque4_00081	CDS	114				hypothetical protein
maccaque4_00082	CDS	1674				acetolactate synthase, large subunit, biosynthetic type 
maccaque4_00083	CDS	504				acetolactate synthase, small subunit 
maccaque4_00084	CDS	1038				ketol-acid reductoisomerase 
maccaque4_00085	CDS	1665				dihydroxy-acid dehydratase 
maccaque4_00086	CDS	1269				3-isopropylmalate dehydratase large subunit
maccaque4_00087	CDS	495				3-isopropylmalate dehydratase small subunit 
maccaque4_00088	CDS	1074				3-isopropylmalate dehydrogenase 
maccaque4_00089	CDS	1197				hypothetical protein
maccaque4_00090	CDS	1197				L-threonine ammonia-lyase 
maccaque4_00091	CDS	384				endoribonuclease L-PSP, putative
maccaque4_00092	CDS	927				quinolinate synthetase A
maccaque4_00093	CDS	1038				hydE; HydE 
maccaque4_00094	CDS	945				hypothetical protein
maccaque4_00095	CDS	1401				hypothetical protein
maccaque4_00096	CDS	642				amidophosphoribosyltransferase
maccaque4_00097	CDS	603				recombination protein RecR
maccaque4_00098	CDS	345				hypothetical protein
maccaque4_00099	CDS	1608				DNA polymerase III, subunits gamma and tau 
maccaque4_00100	CDS	921				hypothetical protein
maccaque4_00101	CDS	489				hypothetical protein
maccaque4_00102	CDS	387				transposase
maccaque4_00103	CDS	708				deoD; purine nucleoside phosphorylase
maccaque4_00104	CDS	780				hypothetical protein
maccaque4_00105	CDS	537				4'-phosphopantetheinyl transferase
maccaque4_00106	CDS	405				hypothetical protein
maccaque4_00107	CDS	702				hypothetical protein
maccaque4_00108	CDS	267				Coenzyme PQQ synthesis protein D (PqqD)
maccaque4_00109	CDS	441				hypothetical protein
maccaque4_00110	CDS	723				ABC transporter
maccaque4_00111	CDS	735				ABC transporter
maccaque4_00112	CDS	261				hypothetical protein
maccaque4_00113	CDS	765				hypothetical protein
maccaque4_00114	CDS	2352				homocysteine S-methyltransferase
maccaque4_00115	CDS	1125				Prephenate dehydratase 
maccaque4_00116	CDS	486				crossover junction endodeoxyribonuclease RuvC 
maccaque4_00117	CDS	606				Holliday junction DNA helicase RuvA
maccaque4_00118	CDS	777				SseB protein.
maccaque4_00119	CDS	1050				Holliday junction DNA helicase, RuvB subunit
maccaque4_00120	CDS	525				hypothetical protein
maccaque4_00121	CDS	1353				phosphoglucosamine mutase 
maccaque4_00122	CDS	864				hypothetical protein
maccaque4_00123	CDS	357				hypothetical protein
maccaque4_00124	CDS	855				cobalt transport protein ATP-binding subunit
