locus_tag	ftype	length_bp	gene	EC_number	COG	product
maccaque2_00001	CDS	2463				Bacterial membrane protein YfhO.
maccaque2_00002	CDS	1137				Cysteine sulfinate desulfinase/cysteine desulfurase 
maccaque2_00003	CDS	1179				Thiamine biosynthesis ATP pyrophosphatase
maccaque2_00004	CDS	534				putative protein (competence-and mitomycin-induced)
maccaque2_00005	CDS	1473				hypothetical protein
maccaque2_00006	CDS	951				hypothetical protein
maccaque2_00007	CDS	1182				SpoIID/LytB domain-containing protein
maccaque2_00008	CDS	435				mraZ protein
maccaque2_00009	CDS	927				S-adenosyl-methyltransferase MraW 
maccaque2_00010	CDS	510				septum formation initiator
maccaque2_00011	CDS	2499				peptidoglycan glycosyltransferase 
maccaque2_00012	CDS	1440				UDP-N-acetylmuramyl tripeptide synthetase
maccaque2_00013	CDS	1359				UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase 
maccaque2_00014	CDS	1050				phospho-N-acetylmuramoyl-pentapeptide-transferase 
maccaque2_00015	CDS	1290				Bacterial cell division membrane protein
maccaque2_00016	CDS	1152				UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
maccaque2_00017	CDS	1257				UDP-N-acetylglucosamine 1-carboxyvinyltransferase
maccaque2_00018	CDS	1047				Cell division septal protein
maccaque2_00019	CDS	1155				cell division protein FtsZ
maccaque2_00020	CDS	1446				hypothetical protein
maccaque2_00021	CDS	558				Fe-S type, tartrate/fumarate subfamily hydro-lyase subunit alpha
maccaque2_00022	CDS	606				RNA polymerase sigma factor, sigma-70 family
maccaque2_00023	CDS	276				hypothetical protein
maccaque2_00024	CDS	207				hypothetical protein
maccaque2_00025	CDS	1452				hypothetical protein
maccaque2_00026	CDS	828				methylase 
maccaque2_00027	CDS	1758				putative RNA-binding protein homologous to eukaryotic snRNP
maccaque2_00028	CDS	513				DNA-3-methyladenine glycosylase (3mg) 
maccaque2_00029	CDS	1809				beta-mannanase
maccaque2_00030	CDS	537				phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase
maccaque2_00031	CDS	744				phosphopantothenoylcysteine synthetase/decarboxylase
