locus_tag	ftype	length_bp	gene	EC_number	COG	product
maccaque5_00001	CDS	216				hypothetical protein
maccaque5_00002	CDS	2397				chitobiose phosphorylase 
maccaque5_00003	CDS	486				hypothetical protein
maccaque5_00004	CDS	1140				hypothetical protein
maccaque5_00005	CDS	666				thymidylate kinase 
maccaque5_00006	CDS	2376				Endoglucanase
maccaque5_00007	CDS	2517				diguanylate phosphodiesterase
maccaque5_00008	CDS	702				Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 1
maccaque5_00009	CDS	1146				Bacterial cell division membrane protein
maccaque5_00010	CDS	1527				Mg chelatase-related protein
maccaque5_00011	tRNA	77				tRNA-Pro(cgg)
maccaque5_00012	CDS	1947				threonyl-tRNA synthetase/Ser-tRNA(Thr) hydrolase 
maccaque5_00013	CDS	1680				hypothetical protein
maccaque5_00014	CDS	549				Amidases related to nicotinamidase
maccaque5_00015	CDS	1788				Phosphoenolpyruvate carboxykinase (GTP) 
maccaque5_00016	CDS	2460				cellobiose phosphorylase 
maccaque5_00017	CDS	1008				Galactose mutarotase
maccaque5_00018	CDS	1377				Citrate synthase 
maccaque5_00019	CDS	573				GNAT family acetyltransferase 
maccaque5_00020	CDS	2427				hypothetical protein
maccaque5_00021	CDS	1491				hypothetical protein
maccaque5_00022	CDS	1056				hypothetical protein
maccaque5_00023	CDS	3324				polysaccharide lyase family 1 modular protein with two candidate pectate lyase domains
maccaque5_00024	CDS	327				hypothetical protein
maccaque5_00025	CDS	984				hypothetical protein
maccaque5_00026	CDS	864				putative of PSP1
maccaque5_00027	CDS	630				hypothetical protein
maccaque5_00028	CDS	507				16S rRNA processing protein RimM
maccaque5_00029	CDS	699				tRNA (Guanine37-N(1)-) methyltransferase 
maccaque5_00030	CDS	273				Phosphotransferase System HPr (HPr) Family protein
maccaque5_00031	CDS	1221				stage IV sporulation protein B 
maccaque5_00032	CDS	489				hypothetical protein
maccaque5_00033	CDS	921				hypothetical protein
maccaque5_00034	CDS	1608				DNA polymerase III, subunits gamma and tau 
maccaque5_00035	CDS	345				hypothetical protein
maccaque5_00036	CDS	603				recombination protein RecR
maccaque5_00037	CDS	642				amidophosphoribosyltransferase
maccaque5_00038	CDS	1401				hypothetical protein
maccaque5_00039	CDS	945				hypothetical protein
maccaque5_00040	CDS	1038				hydE; HydE 
maccaque5_00041	CDS	927				quinolinate synthetase A
maccaque5_00042	CDS	384				endoribonuclease L-PSP, putative
maccaque5_00043	CDS	1197				L-threonine ammonia-lyase 
maccaque5_00044	CDS	1197				hypothetical protein
maccaque5_00045	CDS	1074				3-isopropylmalate dehydrogenase 
maccaque5_00046	CDS	495				3-isopropylmalate dehydratase small subunit 
maccaque5_00047	CDS	1269				3-isopropylmalate dehydratase large subunit
maccaque5_00048	CDS	1665				dihydroxy-acid dehydratase 
maccaque5_00049	CDS	1038				ketol-acid reductoisomerase 
maccaque5_00050	CDS	504				acetolactate synthase, small subunit 
maccaque5_00051	CDS	1674				acetolactate synthase, large subunit, biosynthetic type 
maccaque5_00052	CDS	114				hypothetical protein
maccaque5_00053	CDS	1668				Isopropylmalate/homocitrate/citramalate synthases 
maccaque5_00054	CDS	420				hypothetical protein
maccaque5_00055	CDS	150				LSU ribosomal protein L33P
maccaque5_00056	CDS	237				preprotein translocase, SecE subunit, bacterial
maccaque5_00057	CDS	528				transcription antitermination protein nusG
maccaque5_00058	CDS	426				LSU ribosomal protein L11P
maccaque5_00059	CDS	696				LSU ribosomal protein L1P
maccaque5_00060	CDS	615				regulatory protein TetR
maccaque5_00061	CDS	594				hypothetical protein
maccaque5_00062	CDS	2067				hypothetical protein
maccaque5_00063	CDS	2043				X-X-X-Leu-X-X-Gly heptad repeats
