locus_tag	ftype	length_bp	gene	EC_number	COG	product
maccaque3_00001	tRNA	76				tRNA-Thr(ggt)
maccaque3_00002	CDS	264				hypothetical protein
maccaque3_00003	CDS	462				acetyltransferase
maccaque3_00004	CDS	441				N-acetyltransferase GCN5
maccaque3_00005	CDS	789				Methyltransferase domain.
maccaque3_00006	CDS	849				hypothetical protein
maccaque3_00007	CDS	675				response regulator with CheY-like receiver domain and winged-helix DNA-binding domain protein
maccaque3_00008	CDS	1992				two component sensor kinase
maccaque3_00009	CDS	2577				small GTP-binding protein domain protein
maccaque3_00010	CDS	675				hypothetical protein
maccaque3_00011	CDS	618				putative sporulation protein YtaF
maccaque3_00012	CDS	546				hypothetical protein
maccaque3_00013	CDS	2850				hypothetical protein
maccaque3_00014	CDS	2280				Cellulose binding domain./Glycosyl hydrolase family 9.
maccaque3_00015	CDS	954				NAD dependent epimerase/dehydratase family.
maccaque3_00016	CDS	1395				ABC-type sugar transport system, periplasmic component
maccaque3_00017	CDS	744				Sugar transferases involved in lipopolysaccharide synthesis
maccaque3_00018	CDS	540				Transcriptional regulators, similar to M. xanthus CarD
maccaque3_00019	CDS	819				putative phosphohydrolases
maccaque3_00020	CDS	243				hypothetical protein
maccaque3_00021	CDS	276				Bacterial nucleoid DNA-binding protein
maccaque3_00022	CDS	798				MazG family protein
maccaque3_00023	CDS	996				tryptophanyl-tRNA synthetase 
maccaque3_00024	CDS	525				hypothetical protein
maccaque3_00025	CDS	1194				Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family)and their eukaryotic orthologs
maccaque3_00026	CDS	1587				polysaccharide biosynthesis protein
maccaque3_00027	CDS	786				hypothetical protein
maccaque3_00028	CDS	1080				hypothetical protein
maccaque3_00029	CDS	513				hypothetical protein
maccaque3_00030	CDS	756				Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain protein
maccaque3_00031	CDS	426				FeS cluster assembly scaffold protein NifU, Clostridium type
maccaque3_00032	CDS	1185				cysteine desulfurase NifS 
maccaque3_00033	CDS	450				RNase HI 
maccaque3_00034	CDS	861				hypothetical protein
maccaque3_00035	CDS	702				hypothetical protein
maccaque3_00036	CDS	663				hypothetical protein
maccaque3_00037	CDS	657				type 1 dockerin
maccaque3_00038	CDS	1818				GTP-binding protein TypA/BipA
maccaque3_00039	tRNA	85				tRNA-Tyr(gta)
maccaque3_00040	tRNA	76				tRNA-Thr(tgt)
maccaque3_00041	tRNA	77				tRNA-Pro(tgg)
maccaque3_00042	CDS	210				hypothetical protein
maccaque3_00043	CDS	1143				hypothetical protein
maccaque3_00044	CDS	831				hypothetical protein
maccaque3_00045	CDS	735				hypothetical protein
maccaque3_00046	CDS	1437				adenylosuccinate lyase 
maccaque3_00047	CDS	1314				hypothetical protein
maccaque3_00048	CDS	852				Fe-S type, tartrate/fumarate subfamily hydro-lyase subunit alpha 
maccaque3_00049	CDS	1167				Imidazolonepropionase
maccaque3_00050	CDS	492				Shikimate kinase 
maccaque3_00051	CDS	837				shikimate dehydrogenase
maccaque3_00052	CDS	909				malonyl CoA-acyl carrier protein transacylase
maccaque3_00053	CDS	987				3-oxoacyl-(acyl-carrier-protein) synthase III 
maccaque3_00054	CDS	939				putative enoyl-(acyl-carrier-protein) reductase II 
maccaque3_00055	CDS	741				3-oxoacyl-[acyl-carrier-protein] reductase 
maccaque3_00056	CDS	1254				3-oxoacyl-(acyl-carrier-protein) synthase 2
maccaque3_00057	CDS	495				putative biotin carboxyl carrier protein of acetyl-CoA carboxylase
maccaque3_00058	CDS	438				beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabA/FabZ
maccaque3_00059	CDS	1356				acetyl-CoA carboxylase, biotin carboxylase 
maccaque3_00060	CDS	846				acetyl-CoA carboxylase, carboxyl transferase subunit beta
maccaque3_00061	CDS	813				acetyl-CoA carboxylase carboxyltransferase subunit alpha 
maccaque3_00062	CDS	237				acyl carrier protein
maccaque3_00063	CDS	663				hypothetical protein
maccaque3_00064	CDS	207				2-oxoglutarate ferredoxin oxidoreductase, delta subunit 
maccaque3_00065	CDS	1059				Pyruvate:ferredoxin oxidoreductase-oxoacid:ferredoxin oxidoreductases, alpha subunit 
maccaque3_00066	CDS	756				Pyruvate:ferredoxin oxidoreductase-oxoacid:ferredoxin oxidoreductases, beta subunit 
maccaque3_00067	CDS	531				2-oxoglutarate ferredoxin oxidoreductase, gamma subunit 
maccaque3_00068	CDS	318				trx_1; thioredoxin 
