locus_tag	ftype	length_bp	gene	EC_number	COG	product
maccaque7_00001	CDS	405				Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily.
maccaque7_00002	CDS	993				hypothetical protein
maccaque7_00003	CDS	381				hypothetical protein
maccaque7_00004	CDS	570				HD superfamily hydrolase
maccaque7_00005	CDS	423				hypothetical protein
maccaque7_00006	CDS	507				Zn peptidase
maccaque7_00007	CDS	429				transcriptional regulator
maccaque7_00008	CDS	507				hypothetical protein
maccaque7_00009	CDS	342				transposase
maccaque7_00010	CDS	681				hypothetical protein
maccaque7_00011	CDS	1122				hypothetical protein
maccaque7_00012	CDS	2217				von Willebrand factor type A
maccaque7_00013	CDS	156				hypothetical protein
maccaque7_00014	CDS	183				hypothetical protein
maccaque7_00015	CDS	573				accessory gene regulator B
maccaque7_00016	CDS	1278				ATP-binding protein
maccaque7_00017	CDS	705				LytTR family two component transcriptional regulator
maccaque7_00018	CDS	930				hypothetical protein
maccaque7_00019	CDS	378				hypothetical protein
maccaque7_00020	CDS	300				hypothetical protein
maccaque7_00021	CDS	363				mobilization protein
maccaque7_00022	CDS	1137				Relaxase/mobilization nuclease family protein
maccaque7_00023	CDS	315				hypothetical protein
maccaque7_00024	CDS	2304				hypothetical protein
maccaque7_00025	CDS	1422				recombinase
maccaque7_00026	CDS	624				DNA primase (bacterial type)
maccaque7_00027	CDS	7566				DNA methylase
maccaque7_00028	CDS	189				hypothetical protein
maccaque7_00029	CDS	204				hypothetical protein
maccaque7_00030	CDS	207				hypothetical protein
maccaque7_00031	CDS	3609				hypothetical protein
maccaque7_00032	CDS	366				death-on-curing family protein
maccaque7_00033	CDS	243				Phd_YefM.
maccaque7_00034	CDS	2082				DNA topoisomerase III, bacteria and conjugative plasmid 
maccaque7_00035	CDS	609				hypothetical protein
maccaque7_00036	CDS	246				hypothetical protein
maccaque7_00037	CDS	792				hypothetical protein
maccaque7_00038	CDS	309				hypothetical protein
maccaque7_00039	CDS	2250				Cell wall-associated hydrolases (invasion-associated proteins)
maccaque7_00040	CDS	762				iron-sulfur protein
maccaque7_00041	CDS	150				hypothetical protein
maccaque7_00042	CDS	2394				hypothetical protein
maccaque7_00043	CDS	372				hypothetical protein
maccaque7_00044	CDS	405				hypothetical protein
maccaque7_00045	CDS	870				hypothetical protein
maccaque7_00046	CDS	3435				von Willebrand factor type A
maccaque7_00047	CDS	375				hypothetical protein
maccaque7_00048	CDS	390				hypothetical protein
maccaque7_00049	CDS	594				Site-specific recombinases, DNA invertase Pin homologs
maccaque7_00050	CDS	1413				Relaxase/mobilization nuclease family protein
maccaque7_00051	CDS	906				hypothetical protein
maccaque7_00052	CDS	420				hypothetical protein
maccaque7_00053	CDS	324				hypothetical protein
maccaque7_00054	CDS	180				hypothetical protein
maccaque7_00055	CDS	1626				recombinase
maccaque7_00056	CDS	180				hypothetical protein
maccaque7_00057	CDS	1794				conjugative transfer protein
maccaque7_00058	CDS	480				hypothetical protein
maccaque7_00059	CDS	840				AraC family transcriptional regulator
maccaque7_00060	CDS	822				hypothetical protein
maccaque7_00061	CDS	561				hypothetical protein
maccaque7_00062	CDS	2631				pyruvate, phosphate dikinase 
maccaque7_00063	CDS	1371				UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase 
maccaque7_00064	CDS	603				maltose O-acetyltransferase
maccaque7_00065	CDS	201				Ferredoxin thioredoxin reductase catalytic beta chain.
maccaque7_00066	CDS	318				trx_1; thioredoxin 
maccaque7_00067	CDS	531				2-oxoglutarate ferredoxin oxidoreductase, gamma subunit 
maccaque7_00068	CDS	756				Pyruvate:ferredoxin oxidoreductase-oxoacid:ferredoxin oxidoreductases, beta subunit 
maccaque7_00069	CDS	1059				Pyruvate:ferredoxin oxidoreductase-oxoacid:ferredoxin oxidoreductases, alpha subunit 
maccaque7_00070	CDS	207				2-oxoglutarate ferredoxin oxidoreductase, delta subunit 
maccaque7_00071	CDS	663				hypothetical protein
maccaque7_00072	CDS	237				acyl carrier protein
maccaque7_00073	CDS	813				acetyl-CoA carboxylase carboxyltransferase subunit alpha 
maccaque7_00074	CDS	846				acetyl-CoA carboxylase, carboxyl transferase subunit beta
maccaque7_00075	CDS	1356				acetyl-CoA carboxylase, biotin carboxylase 
maccaque7_00076	CDS	438				beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabA/FabZ
maccaque7_00077	CDS	495				putative biotin carboxyl carrier protein of acetyl-CoA carboxylase
maccaque7_00078	CDS	1254				3-oxoacyl-(acyl-carrier-protein) synthase 2
maccaque7_00079	CDS	741				3-oxoacyl-[acyl-carrier-protein] reductase 
maccaque7_00080	CDS	939				putative enoyl-(acyl-carrier-protein) reductase II 
maccaque7_00081	CDS	987				3-oxoacyl-(acyl-carrier-protein) synthase III 
maccaque7_00082	CDS	909				malonyl CoA-acyl carrier protein transacylase
maccaque7_00083	CDS	837				shikimate dehydrogenase
maccaque7_00084	CDS	492				Shikimate kinase 
maccaque7_00085	CDS	1167				Imidazolonepropionase
maccaque7_00086	CDS	852				Fe-S type, tartrate/fumarate subfamily hydro-lyase subunit alpha 
maccaque7_00087	CDS	1314				hypothetical protein
maccaque7_00088	CDS	1437				adenylosuccinate lyase 
maccaque7_00089	CDS	735				hypothetical protein
maccaque7_00090	CDS	831				hypothetical protein
maccaque7_00091	CDS	1143				hypothetical protein
maccaque7_00092	CDS	210				hypothetical protein
maccaque7_00093	tRNA	77				tRNA-Pro(tgg)
maccaque7_00094	tRNA	76				tRNA-Thr(tgt)
maccaque7_00095	tRNA	85				tRNA-Tyr(gta)
maccaque7_00096	CDS	1818				GTP-binding protein TypA/BipA
maccaque7_00097	CDS	657				type 1 dockerin
maccaque7_00098	CDS	663				hypothetical protein
maccaque7_00099	CDS	702				hypothetical protein
maccaque7_00100	CDS	861				hypothetical protein
maccaque7_00101	CDS	450				RNase HI 
maccaque7_00102	CDS	1185				cysteine desulfurase NifS 
maccaque7_00103	CDS	426				FeS cluster assembly scaffold protein NifU, Clostridium type
maccaque7_00104	CDS	756				Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain protein
maccaque7_00105	CDS	513				hypothetical protein
maccaque7_00106	CDS	1080				hypothetical protein
maccaque7_00107	CDS	786				hypothetical protein
maccaque7_00108	CDS	1587				polysaccharide biosynthesis protein
maccaque7_00109	CDS	1194				Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family)and their eukaryotic orthologs
maccaque7_00110	CDS	525				hypothetical protein
maccaque7_00111	CDS	996				tryptophanyl-tRNA synthetase 
maccaque7_00112	CDS	798				MazG family protein
