locus_tag	ftype	length_bp	gene	EC_number	COG	product
maccaque1_00001	CDS	1131				hypothetical protein
maccaque1_00002	CDS	1275				Chloride channel protein EriC
maccaque1_00003	CDS	2688				Glycosyl hydrolase family 9.
maccaque1_00004	CDS	222				hypothetical protein
maccaque1_00005	CDS	1128				Selenocysteine lyase
maccaque1_00006	CDS	879				hypothetical protein
maccaque1_00007	CDS	1284				hypothetical protein
maccaque1_00008	CDS	1413				Membrane protein involved in the export of O-antigen and teichoic acid
maccaque1_00009	CDS	495				putative integral membrane protein
maccaque1_00010	CDS	1182				hypothetical protein
maccaque1_00011	CDS	738				Bacteriophage protein gp37
maccaque1_00012	CDS	444				ACT domain-containing protein 
maccaque1_00013	CDS	1200				homoserine dehydrogenase 
maccaque1_00014	CDS	567				MAF protein
maccaque1_00015	CDS	1263				hypothetical protein
maccaque1_00016	CDS	2106				Cell division protein FtsI/penicillin-binding protein 2
maccaque1_00017	CDS	564				rod shape-determining protein MreD.
maccaque1_00018	CDS	861				rod shape-determining protein MreC
maccaque1_00019	CDS	1017				rod shape-determining protein MreB
maccaque1_00020	CDS	261				hypothetical protein
maccaque1_00021	CDS	444				deoxyuridine 5'-triphosphate nucleotidohydrolase Dut
maccaque1_00022	CDS	2052				Collagenase 
maccaque1_00023	CDS	369				Cell division protein ZapA.
maccaque1_00024	CDS	588				LexA family transcriptional repressor
maccaque1_00025	CDS	1440				UDP-N-acetylmuramate--L-alanine ligase 
maccaque1_00026	CDS	162				hypothetical protein
maccaque1_00027	CDS	294				putative protein, involved in the regulation of septum location
maccaque1_00028	CDS	537				NTP pyrophosphohydrolases including oxidative damage repair enzymes 
maccaque1_00029	CDS	2463				Bacterial membrane protein YfhO.
maccaque1_00030	CDS	1137				Cysteine sulfinate desulfinase/cysteine desulfurase 
maccaque1_00031	CDS	1179				Thiamine biosynthesis ATP pyrophosphatase
maccaque1_00032	CDS	534				putative protein (competence-and mitomycin-induced)
maccaque1_00033	CDS	1473				hypothetical protein
maccaque1_00034	CDS	951				hypothetical protein
maccaque1_00035	CDS	1182				SpoIID/LytB domain-containing protein
maccaque1_00036	CDS	435				mraZ protein
maccaque1_00037	CDS	927				S-adenosyl-methyltransferase MraW 
maccaque1_00038	CDS	510				septum formation initiator
maccaque1_00039	CDS	2499				peptidoglycan glycosyltransferase 
maccaque1_00040	CDS	1440				UDP-N-acetylmuramyl tripeptide synthetase
maccaque1_00041	CDS	1359				UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase 
maccaque1_00042	CDS	1050				phospho-N-acetylmuramoyl-pentapeptide-transferase 
maccaque1_00043	CDS	1290				Bacterial cell division membrane protein
maccaque1_00044	CDS	1152				UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
maccaque1_00045	CDS	1257				UDP-N-acetylglucosamine 1-carboxyvinyltransferase
maccaque1_00046	CDS	1047				Cell division septal protein
maccaque1_00047	CDS	1116				cell division protein FtsZ
maccaque1_00048	CDS	1446				hypothetical protein
maccaque1_00049	CDS	558				Fe-S type, tartrate/fumarate subfamily hydro-lyase subunit alpha
maccaque1_00050	CDS	606				RNA polymerase sigma factor, sigma-70 family
maccaque1_00051	CDS	276				hypothetical protein
maccaque1_00052	CDS	207				hypothetical protein
maccaque1_00053	CDS	1452				hypothetical protein
maccaque1_00054	CDS	828				methylase 
maccaque1_00055	CDS	1758				putative RNA-binding protein homologous to eukaryotic snRNP
maccaque1_00056	CDS	513				DNA-3-methyladenine glycosylase (3mg) 
maccaque1_00057	CDS	1809				beta-mannanase
maccaque1_00058	CDS	537				phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase
maccaque1_00059	CDS	744				phosphopantothenoylcysteine synthetase/decarboxylase
maccaque1_00060	CDS	321				hypothetical protein
maccaque1_00061	CDS	1161				Lysophospholipase L1
maccaque1_00062	CDS	2619				valyl-tRNA synthetase 
maccaque1_00063	CDS	1248				folylpolyglutamate synthase/dihydrofolate synthase 
maccaque1_00064	CDS	1092				hypothetical protein
maccaque1_00065	CDS	603				stage II sporulation protein R
maccaque1_00066	CDS	594				bacterial translation initiation factor 3 (bIF-3)
maccaque1_00067	CDS	204				LSU ribosomal protein L35P
maccaque1_00068	CDS	354				LSU ribosomal protein L20P
maccaque1_00069	CDS	804				tRNA/rRNA methyltransferase SpoU
maccaque1_00070	CDS	1215				DNA protecting protein DprA
maccaque1_00071	CDS	2079				DNA topoisomerase I 
maccaque1_00072	CDS	1329				tRNA:m(5)U-54 methyltransferase
maccaque1_00073	CDS	1005				phosphate:acyl-[acyl carrier protein] acyltransferase
maccaque1_00074	CDS	693				ribonuclease III 
maccaque1_00075	CDS	993				radical SAM protein
maccaque1_00076	CDS	3561				chromosome segregation protein SMC, common bacterial type
maccaque1_00077	CDS	981				signal recognition particle-docking protein FtsY
maccaque1_00078	CDS	585				non-canonical purine NTP pyrophosphatase, rdgB/HAM1 family 
maccaque1_00079	CDS	294				hypothetical protein
maccaque1_00080	CDS	615				nicotinate (nicotinamide) nucleotide adenylyltransferase 
maccaque1_00081	CDS	582				hypothetical protein
maccaque1_00082	CDS	1455				cell envelope-related function transcriptional attenuator common domain protein
maccaque1_00083	CDS	363				iojap-related protein
maccaque1_00084	CDS	1986				putative membrane protein
maccaque1_00085	CDS	954				Glycosyltransferases involved in cell wall biogenesis
maccaque1_00086	CDS	342				hypothetical protein
maccaque1_00087	CDS	2406				leucyl-tRNA synthetase, eubacterial and mitochondrial family 
maccaque1_00088	CDS	174				30S ribosomal protein S21
maccaque1_00089	CDS	504				HAD superfamily (subfamily IIIA) phosphatase,
maccaque1_00090	CDS	432				3-dehydroquinate dehydratase 
maccaque1_00091	CDS	1068				peptidase M24
maccaque1_00092	CDS	558				translation elongation factor P (EF-P)
maccaque1_00093	CDS	468				hypothetical protein
maccaque1_00094	CDS	2265				Transcriptional accessory protein
maccaque1_00095	CDS	2115				polyribonucleotide nucleotidyltransferase 
maccaque1_00096	CDS	267				SSU ribosomal protein S15P
maccaque1_00097	CDS	1404				Aspartyl aminopeptidase 
maccaque1_00098	CDS	672				dephospho-CoA kinase 
maccaque1_00099	CDS	1017				translation factor SUA5
maccaque1_00100	CDS	1074				bacterial peptide chain release factor 1 (bRF-1)
maccaque1_00101	CDS	366				hypothetical protein
maccaque1_00102	CDS	924				RNA-binding S1 domain-containing protein
